Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
2024-07-26 12:47:00,12:47:00,CNR9453961156,Canceled by Driver,CID724558,Prime Plus,Vijayanagar,Peenya,,,,More than permitted people in there,,,691,,0,,,#NAME?
2024-07-21 17:13:00,17:13:00,CNR1134649645,Success,CID447237,Auto,Electronic City,Langford Town,273.0,120.0,,,No,,259,Cash,4,4.8,4.4,#NAME?
2024-07-05 2:44:00,2:44:00,CNR7867946123,Success,CID253103,Auto,Yelahanka,Koramangala,98.0,75.0,,,No,,1068,Debit Card,11,4.0,3.3,#NAME?
2024-07-12 15:35:00,15:35:00,CNR7557520543,Success,CID304498,Prime Sedan,Kadugodi,Shantinagar,63.0,40.0,,,Yes,Customer Demand,790,Cash,35,4.0,3.0,#NAME?
2024-07-17 17:22:00,17:22:00,CNR6564903386,Success,CID809383,Mini,HSR Layout,Electronic City,203.0,30.0,,,No,,466,UPI,3,3.9,3.4,#NAME?
2024-07-20 10:30:00,10:30:00,CNR7014014807,Driver Not Found,CID365505,eBike,Tumkur Road,Bellandur,,,,,,,1392,,0,,,#NAME?
2024-07-12 19:05:00,19:05:00,CNR2718744503,Success,CID505622,Bike,Bellandur,Shivajinagar,133.0,135.0,,,No,,892,UPI,21,4.5,4.7,#NAME?
2024-07-06 5:42:00,5:42:00,CNR5350054619,Success,CID682900,Auto,Chamarajpet,Koramangala,217.0,85.0,,,No,,199,Cash,16,4.9,4.3,#NAME?
2024-07-26 2:56:00,2:56:00,CNR2582518985,Success,CID791915,Prime Sedan,Electronic City,Basavanagudi,161.0,110.0,,,No,,660,Cash,21,4.5,3.1,#NAME?
2024-07-20 4:55:00,4:55:00,CNR8029841324,Success,CID566137,eBike,Tumkur Road,JP Nagar,189.0,85.0,,,No,,608,UPI,44,4.3,3.5,#NAME?
2024-07-11 19:11:00,19:11:00,CNR2224773522,Success,CID481989,Mini,Hennur,Marathahalli,154.0,75.0,,,No,,989,Cash,36,3.8,4.3,#NAME?
2024-07-04 17:01:00,17:01:00,CNR2662685096,Success,CID708007,eBike,Rajarajeshwari Nagar,Electronic City,168.0,30.0,,,No,,599,Cash,43,3.6,3.4,#NAME?
2024-07-09 7:47:00,7:47:00,CNR9393075056,Success,CID895139,Prime SUV,Basavanagudi,Padmanabhanagar,252.0,55.0,,,No,,181,Cash,47,4.9,3.9,#NAME?
2024-07-08 16:22:00,16:22:00,CNR4753888258,Success,CID712997,Prime Plus,Mysore Road,Koramangala,308.0,135.0,,,No,,395,UPI,14,3.2,4.9,#NAME?
2024-07-14 7:29:00,7:29:00,CNR5550590574,Canceled by Customer,CID388954,Prime Sedan,Ramamurthy Nagar,Malleshwaram,,,Driver is not moving towards pickup location,,,,985,,0,,,#NAME?
2024-07-19 8:13:00,8:13:00,CNR2068227768,Success,CID619074,Prime SUV,KR Puram,Peenya,70.0,110.0,,,No,,697,Cash,13,3.3,3.1,#NAME?
2024-07-18 0:31:00,0:31:00,CNR3622897620,Canceled by Customer,CID442331,Auto,Chamarajpet,Langford Town,,,AC is Not working,,,,203,,0,,,#NAME?
2024-07-09 1:29:00,1:29:00,CNR3357132839,Canceled by Driver,CID131155,Auto,Magadi Road,Hennur,,,,Customer related issue,,,2566,,0,,,#NAME?
2024-07-11 6:06:00,6:06:00,CNR2690140379,Success,CID423998,Prime Plus,Kadugodi,Rajarajeshwari Nagar,196.0,95.0,,,No,,376,Cash,12,3.6,4.6,#NAME?
2024-07-24 8:46:00,8:46:00,CNR2273186537,Success,CID301511,Bike,Whitefield,Hennur,35.0,80.0,,,No,,109,UPI,19,4.0,4.0,#NAME?
2024-07-18 7:08:00,7:08:00,CNR6790505016,Driver Not Found,CID869079,eBike,Shivajinagar,Jayanagar,,,,,,,359,,0,,,#NAME?
2024-07-15 20:11:00,20:11:00,CNR7339769785,Canceled by Customer,CID904382,eBike,Sahakar Nagar,Bellandur,,,AC is Not working,,,,256,,0,,,#NAME?
2024-07-02 1:28:00,1:28:00,CNR5837366595,Driver Not Found,CID515933,Prime Sedan,Peenya,Langford Town,,,,,,,231,,0,,,#NAME?
2024-07-06 16:03:00,16:03:00,CNR8956465353,Success,CID281616,Prime Sedan,Indiranagar,Kammanahalli,63.0,50.0,,,No,,430,Cash,35,4.2,4.6,#NAME?
2024-07-30 16:33:00,16:33:00,CNR2245135060,Success,CID668343,Auto,Marathahalli,HSR Layout,98.0,125.0,,,No,,278,UPI,7,3.9,4.0,#NAME?
2024-07-22 15:17:00,15:17:00,CNR9643948195,Canceled by Driver,CID407268,Mini,Magadi Road,Rajarajeshwari Nagar,,,,Personal & Car related issue,,,351,,0,,,#NAME?
2024-07-14 14:25:00,14:25:00,CNR3475246266,Success,CID136938,Prime SUV,Koramangala,Padmanabhanagar,70.0,95.0,,,No,,303,UPI,27,3.1,4.6,#NAME?
2024-07-20 12:59:00,12:59:00,CNR7259212960,Success,CID810305,Mini,Shantinagar,Richmond Town,287.0,95.0,,,No,,287,Cash,7,3.7,3.4,#NAME?
2024-07-09 23:13:00,23:13:00,CNR5929975775,Canceled by Customer,CID819875,Mini,Kengeri,Marathahalli,,,Driver asked to cancel,,,,190,,0,,,#NAME?
2024-07-18 5:48:00,5:48:00,CNR5803307373,Canceled by Driver,CID729435,Bike,Kammanahalli,Frazer Town,,,,Customer was coughing/sick,,,459,,0,,,#NAME?
2024-07-07 3:32:00,3:32:00,CNR2495713966,Success,CID761466,Bike,Kadugodi,Chickpet,231.0,85.0,,,No,,424,Credit Card,41,4.4,5.0,#NAME?
2024-07-07 16:38:00,16:38:00,CNR8248410576,Success,CID707077,Prime Plus,RT Nagar,Kammanahalli,203.0,100.0,,,No,,278,Cash,3,3.4,3.5,#NAME?
2024-07-27 13:00:00,13:00:00,CNR2944095839,Success,CID136993,Prime SUV,Padmanabhanagar,Yeshwanthpur,287.0,35.0,,,No,,1476,UPI,47,5.0,4.0,#NAME?
2024-07-04 13:43:00,13:43:00,CNR7363886410,Canceled by Customer,CID551445,Mini,Ramamurthy Nagar,Hebbal,,,Driver is not moving towards pickup location,,,,380,,0,,,#NAME?
2024-07-08 7:06:00,7:06:00,CNR9161558952,Driver Not Found,CID966994,Auto,Majestic,HSR Layout,,,,,,,291,,0,,,#NAME?
2024-07-28 4:56:00,4:56:00,CNR3146863644,Canceled by Customer,CID651046,Prime Sedan,Vijayanagar,Marathahalli,,,Driver asked to cancel,,,,830,,0,,,#NAME?
2024-07-06 23:37:00,23:37:00,CNR8481872481,Success,CID916262,Auto,Frazer Town,Vijayanagar,238.0,130.0,,,No,,350,UPI,4,4.6,3.0,#NAME?
2024-07-26 17:39:00,17:39:00,CNR7471227408,Canceled by Driver,CID899384,Prime Plus,Richmond Town,Electronic City,,,,Personal & Car related issue,,,740,,0,,,#NAME?
2024-07-13 16:42:00,16:42:00,CNR2299166633,Success,CID641977,Prime Sedan,Yelahanka,RT Nagar,210.0,125.0,,,No,,555,UPI,10,4.7,4.2,#NAME?
2024-07-21 7:26:00,7:26:00,CNR1354460282,Driver Not Found,CID460355,Prime SUV,Indiranagar,Bellandur,,,,,,,294,,0,,,#NAME?
2024-07-09 23:28:00,23:28:00,CNR2177969156,Canceled by Customer,CID611499,Auto,Majestic,Basavanagudi,,,Driver is not moving towards pickup location,,,,626,,0,,,#NAME?
2024-07-04 0:25:00,0:25:00,CNR7462015027,Driver Not Found,CID723184,Mini,Richmond Town,Kengeri,,,,,,,468,,0,,,#NAME?
2024-07-25 19:45:00,19:45:00,CNR1663318404,Success,CID998798,eBike,RT Nagar,KR Puram,91.0,65.0,,,No,,591,UPI,48,3.4,4.3,#NAME?
2024-07-14 5:24:00,5:24:00,CNR2502459946,Success,CID229895,Auto,Vijayanagar,Magadi Road,273.0,65.0,,,No,,784,UPI,1,4.3,4.9,#NAME?
2024-07-06 20:55:00,20:55:00,CNR1775965664,Success,CID128370,Mini,Jayanagar,Richmond Town,42.0,70.0,,,No,,361,Cash,35,3.0,4.1,#NAME?
2024-07-17 13:16:00,13:16:00,CNR6201063527,Success,CID581473,Prime Plus,Koramangala,Ulsoor,63.0,145.0,,,No,,358,UPI,8,4.3,3.0,#NAME?
2024-07-06 1:51:00,1:51:00,CNR3722761055,Success,CID402998,Mini,MG Road,Yeshwanthpur,98.0,40.0,,,No,,434,Cash,12,3.0,5.0,#NAME?
2024-07-29 7:21:00,7:21:00,CNR9791024864,Canceled by Customer,CID250964,Auto,RT Nagar,Electronic City,,,Driver is not moving towards pickup location,,,,1109,,0,,,#NAME?
2024-07-17 3:50:00,3:50:00,CNR7414760658,Success,CID155017,Prime Plus,Basavanagudi,Kammanahalli,35.0,70.0,,,No,,416,Cash,12,4.3,3.3,#NAME?
2024-07-14 3:43:00,3:43:00,CNR8538889247,Success,CID408001,Prime Plus,Hennur,RT Nagar,133.0,45.0,,,No,,452,Cash,40,4.0,4.5,#NAME?
2024-07-26 7:53:00,7:53:00,CNR3363667840,Success,CID532875,Prime SUV,Sarjapur Road,Hosur Road,98.0,70.0,,,No,,2012,Cash,49,4.4,3.6,#NAME?
2024-07-13 2:33:00,2:33:00,CNR7236009214,Canceled by Customer,CID410299,Prime SUV,Tumkur Road,Cox Town,,,Driver asked to cancel,,,,1690,,0,,,#NAME?
2024-07-26 1:08:00,1:08:00,CNR1482645337,Success,CID604293,Prime Sedan,Indiranagar,Kammanahalli,259.0,135.0,,,No,,1558,UPI,37,4.2,4.3,#NAME?
2024-07-02 23:48:00,23:48:00,CNR4779016546,Success,CID495772,eBike,Yelahanka,MG Road,49.0,65.0,,,No,,642,Cash,31,4.7,3.8,#NAME?
2024-07-14 9:04:00,9:04:00,CNR1301016786,Driver Not Found,CID821265,Auto,Indiranagar,HSR Layout,,,,,,,332,,0,,,#NAME?
2024-07-07 8:05:00,8:05:00,CNR9079994865,Driver Not Found,CID863316,Prime Sedan,Shantinagar,Mysore Road,,,,,,,320,,0,,,#NAME?
2024-07-05 3:47:00,3:47:00,CNR8735791468,Driver Not Found,CID825085,Auto,Cox Town,Frazer Town,,,,,,,324,,0,,,#NAME?
2024-07-08 22:14:00,22:14:00,CNR9684765536,Success,CID199710,Auto,Ramamurthy Nagar,Cox Town,63.0,55.0,,,No,,378,UPI,19,4.9,3.6,#NAME?
2024-07-04 19:50:00,19:50:00,CNR1436357788,Driver Not Found,CID793193,Bike,Langford Town,Nagarbhavi,,,,,,,891,,0,,,#NAME?
2024-07-05 4:40:00,4:40:00,CNR1589153893,Success,CID813771,Mini,Basavanagudi,BTM Layout,42.0,45.0,,,No,,2617,UPI,10,3.6,3.0,#NAME?
2024-07-24 22:56:00,22:56:00,CNR4578116178,Canceled by Driver,CID626501,Prime Plus,RT Nagar,Marathahalli,,,,Customer related issue,,,146,,0,,,#NAME?
2024-07-14 18:40:00,18:40:00,CNR6157742384,Success,CID436519,eBike,MG Road,Yeshwanthpur,280.0,55.0,,,No,,272,Cash,15,4.7,3.6,#NAME?
2024-07-13 13:29:00,13:29:00,CNR5016968663,Canceled by Driver,CID677089,Auto,KR Puram,Bellandur,,,,Personal & Car related issue,,,316,,0,,,#NAME?
2024-07-19 1:01:00,1:01:00,CNR3729914267,Success,CID475629,Prime Sedan,Rajarajeshwari Nagar,HSR Layout,301.0,40.0,,,No,,103,UPI,45,4.4,4.9,#NAME?
2024-07-16 1:22:00,1:22:00,CNR1271638348,Driver Not Found,CID530272,Prime Sedan,Jayanagar,Shivajinagar,,,,,,,388,,0,,,#NAME?
2024-07-20 23:13:00,23:13:00,CNR3476956940,Success,CID171735,Prime SUV,Richmond Town,JP Nagar,49.0,140.0,,,No,,493,UPI,3,3.1,4.4,#NAME?
2024-07-06 7:18:00,7:18:00,CNR2527371923,Success,CID440114,Prime SUV,Kadugodi,Langford Town,203.0,40.0,,,No,,413,UPI,29,4.9,4.8,#NAME?
2024-07-24 20:53:00,20:53:00,CNR1030533234,Canceled by Driver,CID588669,Bike,Rajajinagar,Rajajinagar,,,,Customer was coughing/sick,,,161,,0,,,#NAME?
2024-07-15 23:16:00,23:16:00,CNR7200930144,Canceled by Customer,CID453996,Mini,Peenya,RT Nagar,,,AC is Not working,,,,478,,0,,,#NAME?
2024-07-25 17:47:00,17:47:00,CNR6059814131,Success,CID663743,Prime SUV,Electronic City,Nagarbhavi,77.0,105.0,,,No,,159,Cash,8,3.6,3.9,#NAME?
2024-07-25 16:04:00,16:04:00,CNR3085013915,Success,CID499137,Prime Plus,Hennur,Sarjapur Road,154.0,70.0,,,No,,743,Cash,41,3.5,4.8,#NAME?
2024-07-10 5:40:00,5:40:00,CNR6051017281,Canceled by Driver,CID307897,eBike,MG Road,Rajarajeshwari Nagar,,,,Customer related issue,,,420,,0,,,#NAME?
2024-07-06 17:17:00,17:17:00,CNR5157716559,Canceled by Customer,CID181271,Bike,Peenya,Yelahanka,,,Driver asked to cancel,,,,115,,0,,,#NAME?
2024-07-22 0:40:00,0:40:00,CNR5065783813,Success,CID398070,eBike,Koramangala,JP Nagar,70.0,85.0,,,Yes,Vehicle Breakdown,805,Cash,47,3.5,3.1,#NAME?
2024-07-12 22:34:00,22:34:00,CNR9412510216,Success,CID424072,Prime Plus,Marathahalli,BTM Layout,77.0,50.0,,,No,,394,UPI,23,3.3,4.4,#NAME?
2024-07-17 10:14:00,10:14:00,CNR6254504063,Success,CID218921,Prime Sedan,Indiranagar,Bellandur,301.0,90.0,,,No,,385,UPI,41,3.8,3.6,#NAME?
2024-07-08 23:42:00,23:42:00,CNR7424559192,Canceled by Driver,CID940611,Bike,Chamarajpet,Whitefield,,,,Customer related issue,,,160,,0,,,#NAME?
2024-07-29 6:29:00,6:29:00,CNR7722493841,Canceled by Driver,CID187637,eBike,Rajajinagar,Bellandur,,,,Customer related issue,,,178,,0,,,#NAME?
2024-07-16 4:39:00,4:39:00,CNR5016542619,Success,CID702923,Prime Plus,Hosur Road,RT Nagar,161.0,55.0,,,No,,455,Cash,21,4.5,3.3,#NAME?
2024-07-20 9:51:00,9:51:00,CNR8847965421,Success,CID170371,eBike,Electronic City,Chamarajpet,168.0,135.0,,,No,,1810,Cash,15,4.6,4.7,#NAME?
2024-07-08 1:59:00,1:59:00,CNR7546181933,Success,CID686048,Bike,Indiranagar,Peenya,147.0,135.0,,,No,,269,Cash,43,4.4,3.3,#NAME?
2024-07-23 0:09:00,0:09:00,CNR4395287797,Canceled by Customer,CID718565,eBike,Peenya,Shivajinagar,,,AC is Not working,,,,427,,0,,,#NAME?
2024-07-28 15:32:00,15:32:00,CNR5133178169,Canceled by Driver,CID169597,Bike,Richmond Town,Yelahanka,,,,More than permitted people in there,,,480,,0,,,#NAME?
2024-07-21 4:27:00,4:27:00,CNR1030025932,Driver Not Found,CID437263,Prime Plus,Vijayanagar,Frazer Town,,,,,,,493,,0,,,#NAME?
2024-07-26 7:10:00,7:10:00,CNR6345093748,Canceled by Driver,CID275008,Auto,HSR Layout,HSR Layout,,,,Personal & Car related issue,,,210,,0,,,#NAME?
2024-07-16 7:39:00,7:39:00,CNR8630426998,Canceled by Customer,CID386689,Prime SUV,Hebbal,Jayanagar,,,Change of plans,,,,134,,0,,,#NAME?
2024-07-01 2:16:00,2:16:00,CNR3754191876,Canceled by Driver,CID445751,Bike,Yelahanka,HSR Layout,,,,More than permitted people in there,,,611,,0,,,#NAME?
2024-07-30 4:42:00,4:42:00,CNR4362551858,Success,CID280027,Bike,Varthur,Rajajinagar,154.0,60.0,,,No,,323,Credit Card,32,3.9,4.5,#NAME?
2024-07-29 22:12:00,22:12:00,CNR4605417828,Success,CID914028,Prime SUV,Cox Town,Bellandur,238.0,140.0,,,No,,634,Cash,4,4.6,3.7,#NAME?
2024-07-02 0:14:00,0:14:00,CNR5736416690,Success,CID850632,Mini,KR Puram,Electronic City,112.0,100.0,,,No,,361,Cash,13,3.1,4.2,#NAME?
2024-07-28 7:34:00,7:34:00,CNR4000066275,Canceled by Driver,CID317637,Prime Sedan,Rajarajeshwari Nagar,Sahakar Nagar,,,,Personal & Car related issue,,,683,,0,,,#NAME?
2024-07-18 17:39:00,17:39:00,CNR1410863589,Driver Not Found,CID484390,Bike,Sahakar Nagar,Bannerghatta Road,,,,,,,290,,0,,,#NAME?
2024-07-14 6:58:00,6:58:00,CNR9067139703,Success,CID322389,eBike,Malleshwaram,Rajarajeshwari Nagar,91.0,55.0,,,No,,338,UPI,16,4.8,4.5,#NAME?
2024-07-22 4:21:00,4:21:00,CNR1471578242,Canceled by Driver,CID110208,Bike,Sarjapur Road,Electronic City,,,,Personal & Car related issue,,,922,,0,,,#NAME?
2024-07-17 22:21:00,22:21:00,CNR2072535524,Canceled by Customer,CID317085,Bike,Marathahalli,MG Road,,,Driver asked to cancel,,,,342,,0,,,#NAME?
2024-07-29 9:08:00,9:08:00,CNR1566394879,Canceled by Customer,CID827901,eBike,Koramangala,Basavanagudi,,,Change of plans,,,,2294,,0,,,#NAME?
2024-07-30 20:58:00,20:58:00,CNR7065614027,Success,CID686371,eBike,Hebbal,Richmond Town,301.0,30.0,,,No,,962,Cash,4,4.1,3.1,#NAME?
2024-07-28 20:19:00,20:19:00,CNR3979990564,Driver Not Found,CID115887,Prime SUV,Mysore Road,Sarjapur Road,,,,,,,184,,0,,,#NAME?
2024-07-06 19:14:00,19:14:00,CNR5977317703,Driver Not Found,CID167805,Auto,Indiranagar,Hebbal,,,,,,,304,,0,,,#NAME?
2024-07-11 18:11:00,18:11:00,CNR2192075808,Success,CID437281,Mini,Hosur Road,BTM Layout,42.0,70.0,,,No,,717,UPI,22,3.8,4.4,#NAME?
2024-07-06 23:44:00,23:44:00,CNR5414766140,Success,CID531637,eBike,Hebbal,Padmanabhanagar,84.0,80.0,,,Yes,Vehicle Breakdown,158,Cash,17,3.6,4.7,#NAME?
2024-07-29 2:31:00,2:31:00,CNR9531064470,Driver Not Found,CID541521,Prime SUV,Langford Town,Richmond Town,,,,,,,1868,,0,,,#NAME?
2024-07-13 7:20:00,7:20:00,CNR4549184638,Success,CID643604,Bike,Padmanabhanagar,JP Nagar,168.0,95.0,,,No,,391,Cash,10,4.5,4.1,#NAME?
2024-07-11 0:49:00,0:49:00,CNR4455773733,Success,CID559428,Bike,Sahakar Nagar,Chamarajpet,238.0,40.0,,,No,,704,Cash,16,3.8,4.0,#NAME?
2024-07-22 6:30:00,6:30:00,CNR5567602417,Success,CID895665,Auto,Langford Town,Hennur,238.0,40.0,,,No,,309,Cash,4,3.3,3.5,#NAME?
2024-07-30 21:14:00,21:14:00,CNR8719899157,Canceled by Driver,CID754575,Auto,BTM Layout,Tumkur Road,,,,Personal & Car related issue,,,189,,0,,,#NAME?
2024-07-25 18:35:00,18:35:00,CNR9528780386,Canceled by Driver,CID633961,eBike,Hulimavu,Koramangala,,,,Personal & Car related issue,,,399,,0,,,#NAME?
2024-07-01 15:10:00,15:10:00,CNR4723677750,Success,CID619490,Bike,Yelahanka,Shivajinagar,210.0,125.0,,,No,,777,UPI,24,3.2,4.2,#NAME?
2024-07-17 5:37:00,5:37:00,CNR9164008749,Canceled by Driver,CID408567,Prime Plus,Majestic,Rajajinagar,,,,Customer related issue,,,222,,0,,,#NAME?
2024-07-02 7:56:00,7:56:00,CNR7021552202,Success,CID459113,Mini,JP Nagar,Peenya,189.0,140.0,,,No,,768,Cash,7,4.1,3.4,#NAME?
2024-07-05 10:43:00,10:43:00,CNR8992911228,Success,CID492211,Prime Sedan,KR Puram,Shivajinagar,203.0,35.0,,,No,,416,UPI,5,3.8,3.1,#NAME?
2024-07-08 22:25:00,22:25:00,CNR1997195255,Success,CID628375,eBike,MG Road,Devanahalli,77.0,45.0,,,No,,196,Cash,22,3.6,4.4,#NAME?
2024-07-09 17:08:00,17:08:00,CNR6387098479,Success,CID322999,Mini,Langford Town,Shivajinagar,77.0,45.0,,,No,,228,Credit Card,47,4.8,3.4,#NAME?
2024-07-13 17:24:00,17:24:00,CNR2042842778,Success,CID270172,Prime Plus,Bellandur,Richmond Town,273.0,30.0,,,No,,112,Cash,4,3.4,3.6,#NAME?
2024-07-24 2:30:00,2:30:00,CNR3872070228,Success,CID684790,Prime Plus,Hulimavu,Devanahalli,273.0,80.0,,,No,,797,UPI,32,4.5,4.4,#NAME?
2024-07-07 1:59:00,1:59:00,CNR9671220431,Success,CID675423,Prime SUV,Koramangala,Kengeri,133.0,50.0,,,No,,227,Cash,34,4.9,5.0,#NAME?
2024-07-10 21:21:00,21:21:00,CNR4617699704,Success,CID506744,Prime SUV,Bannerghatta Road,Whitefield,252.0,75.0,,,No,,785,UPI,43,4.6,3.3,#NAME?
2024-07-25 2:32:00,2:32:00,CNR1255846945,Success,CID647550,Auto,Varthur,Rajajinagar,294.0,145.0,,,No,,335,UPI,6,4.9,4.6,#NAME?
2024-07-10 0:11:00,0:11:00,CNR4570187079,Success,CID868371,Auto,JP Nagar,Chamarajpet,77.0,60.0,,,No,,244,UPI,1,3.6,4.1,#NAME?
2024-07-22 0:08:00,0:08:00,CNR4368957587,Canceled by Customer,CID886447,Prime Plus,Chamarajpet,Kadugodi,,,AC is Not working,,,,2158,,0,,,#NAME?
2024-07-05 12:01:00,12:01:00,CNR3697035069,Success,CID562732,Auto,Jayanagar,Shivajinagar,77.0,95.0,,,No,,1140,Cash,11,5.0,4.0,#NAME?
2024-07-06 11:53:00,11:53:00,CNR9017491499,Canceled by Customer,CID216081,Auto,Koramangala,Mysore Road,,,Driver asked to cancel,,,,263,,0,,,#NAME?
2024-07-06 16:09:00,16:09:00,CNR9802845927,Success,CID880833,Prime Plus,Yelahanka,Kammanahalli,49.0,95.0,,,No,,205,Cash,30,3.3,4.3,#NAME?
2024-07-24 21:14:00,21:14:00,CNR1180679224,Success,CID568808,Mini,Whitefield,JP Nagar,182.0,55.0,,,No,,180,Cash,11,4.8,4.4,#NAME?
2024-07-22 20:05:00,20:05:00,CNR6096443058,Canceled by Driver,CID716353,Prime Sedan,Ulsoor,Koramangala,,,,Customer related issue,,,917,,0,,,#NAME?
2024-07-05 3:16:00,3:16:00,CNR1936513737,Success,CID358590,Auto,Hulimavu,Chickpet,308.0,25.0,,,No,,345,Cash,2,4.9,3.6,#NAME?
2024-07-16 22:01:00,22:01:00,CNR9946141817,Canceled by Driver,CID883856,Prime Sedan,Mysore Road,Magadi Road,,,,Personal & Car related issue,,,360,,0,,,#NAME?
2024-07-17 6:21:00,6:21:00,CNR2046227863,Canceled by Driver,CID316112,Auto,Bellandur,Chamarajpet,,,,Customer related issue,,,151,,0,,,#NAME?
2024-07-07 16:42:00,16:42:00,CNR5814171635,Canceled by Driver,CID435006,Bike,Electronic City,Bellandur,,,,Personal & Car related issue,,,663,,0,,,#NAME?
2024-07-17 23:22:00,23:22:00,CNR1913957768,Canceled by Customer,CID331401,Auto,Hosur Road,Bellandur,,,Wrong Address,,,,301,,0,,,#NAME?
2024-07-25 16:32:00,16:32:00,CNR6571435195,Success,CID662582,Auto,Nagarbhavi,Shantinagar,168.0,45.0,,,No,,2041,Cash,6,4.7,4.3,#NAME?
2024-07-22 23:56:00,23:56:00,CNR1919836408,Success,CID481811,Prime Plus,Richmond Town,Kengeri,63.0,120.0,,,No,,176,Cash,46,4.0,5.0,#NAME?
2024-07-11 15:49:00,15:49:00,CNR5108560220,Canceled by Customer,CID933655,Prime Plus,Malleshwaram,Kengeri,,,AC is Not working,,,,474,,0,,,#NAME?
2024-07-22 4:23:00,4:23:00,CNR3116957134,Canceled by Customer,CID845321,Bike,Hosur Road,Chamarajpet,,,AC is Not working,,,,433,,0,,,#NAME?
2024-07-27 17:47:00,17:47:00,CNR3626696503,Success,CID960305,Bike,Kammanahalli,Richmond Town,308.0,145.0,,,No,,207,UPI,10,5.0,4.0,#NAME?
2024-07-26 12:57:00,12:57:00,CNR7723070168,Canceled by Driver,CID529248,Bike,BTM Layout,Kadugodi,,,,Personal & Car related issue,,,589,,0,,,#NAME?
2024-07-02 13:45:00,13:45:00,CNR3076273036,Driver Not Found,CID699057,Bike,Varthur,Yeshwanthpur,,,,,,,2187,,0,,,#NAME?
2024-07-21 23:05:00,23:05:00,CNR3196748879,Canceled by Customer,CID295494,eBike,Indiranagar,Basavanagudi,,,Driver is not moving towards pickup location,,,,398,,0,,,#NAME?
2024-07-29 11:06:00,11:06:00,CNR1384328279,Success,CID343635,Mini,KR Puram,Bannerghatta Road,301.0,55.0,,,No,,457,Cash,30,3.6,3.5,#NAME?
2024-07-28 16:40:00,16:40:00,CNR2160536316,Success,CID162226,Auto,Basavanagudi,JP Nagar,126.0,75.0,,,No,,828,Credit Card,3,4.8,4.9,#NAME?
2024-07-05 14:33:00,14:33:00,CNR4558913216,Canceled by Customer,CID115468,Mini,Ulsoor,Jayanagar,,,Driver is not moving towards pickup location,,,,370,,0,,,#NAME?
2024-07-13 5:52:00,5:52:00,CNR6138100144,Success,CID777365,Auto,RT Nagar,JP Nagar,91.0,70.0,,,No,,334,Cash,15,4.4,3.2,#NAME?
2024-07-19 9:02:00,9:02:00,CNR8610688619,Success,CID154059,Prime Plus,Sarjapur Road,Frazer Town,203.0,115.0,,,No,,446,UPI,49,4.3,3.7,#NAME?
2024-07-28 10:51:00,10:51:00,CNR4043703391,Success,CID863394,Bike,Padmanabhanagar,Ramamurthy Nagar,308.0,75.0,,,No,,143,Cash,37,3.1,5.0,#NAME?
2024-07-18 11:42:00,11:42:00,CNR4180224450,Canceled by Driver,CID861031,Prime Sedan,Richmond Town,Bellandur,,,,Personal & Car related issue,,,141,,0,,,#NAME?
2024-07-12 21:53:00,21:53:00,CNR1932552302,Driver Not Found,CID238335,Bike,Marathahalli,HSR Layout,,,,,,,483,,0,,,#NAME?
2024-07-08 10:12:00,10:12:00,CNR5857079277,Success,CID225611,Mini,Banashankari,Rajajinagar,217.0,85.0,,,No,,431,UPI,43,3.9,4.4,#NAME?
2024-07-11 7:24:00,7:24:00,CNR2665189348,Canceled by Customer,CID560526,Prime SUV,Sarjapur Road,Peenya,,,Driver is not moving towards pickup location,,,,450,,0,,,#NAME?
2024-07-17 19:00:00,19:00:00,CNR4218275021,Success,CID407981,Mini,Varthur,Yelahanka,273.0,130.0,,,No,,161,Cash,5,3.5,5.0,#NAME?
2024-07-29 2:58:00,2:58:00,CNR9238834942,Success,CID217592,Prime Plus,Nagarbhavi,Ramamurthy Nagar,175.0,90.0,,,No,,255,UPI,2,4.0,4.4,#NAME?
2024-07-14 10:30:00,10:30:00,CNR1120466126,Success,CID424012,Auto,Mysore Road,Ulsoor,105.0,65.0,,,No,,802,Cash,2,4.8,4.9,#NAME?
2024-07-17 22:04:00,22:04:00,CNR5902313930,Success,CID816954,Prime SUV,Whitefield,Vijayanagar,98.0,25.0,,,No,,720,Cash,49,4.3,3.8,#NAME?
2024-07-22 3:08:00,3:08:00,CNR3834501686,Canceled by Driver,CID798297,Prime SUV,Yeshwanthpur,Sarjapur Road,,,,Personal & Car related issue,,,242,,0,,,#NAME?
2024-07-23 13:19:00,13:19:00,CNR1238965890,Success,CID113498,Prime Plus,Frazer Town,Koramangala,147.0,115.0,,,No,,923,Cash,45,3.8,4.8,#NAME?
2024-07-15 2:27:00,2:27:00,CNR4950591719,Canceled by Driver,CID534530,Prime SUV,Sarjapur Road,Malleshwaram,,,,Customer related issue,,,136,,0,,,#NAME?
2024-07-03 13:09:00,13:09:00,CNR9119589155,Canceled by Driver,CID710145,Prime Plus,HSR Layout,Hebbal,,,,Customer was coughing/sick,,,291,,0,,,#NAME?
